rollout_id,env_id,ep_rew_total,ep_len,timestep_global,terminal_status,x_pos,y_pos,x_vel,y_vel,angle,angular_vel,leg1_contact,leg2_contact,reward_position_deviation,reward_center_penalty,reward_horizontal_speed,reward_slow_penalty,reward_zigzag_bonus,reward_accel_change,reward_action_bonus,reward_survival,reward_legs_penalty,reward_vertical_bias
0,0,-49.074872,55,440,landed_off_centered,0.32011986,-0.03411551,0.2832597,0.009061828,0.048273087,-1.4599908e-07,1.0,1.0,72.81260523200035,-160.0,46.962057679891586,-2.0,0.0,0.7017444968223572,28.000000000000007,2.7499999999999982,-12.0,-26.301279589533806
0,3,-894.818053,88,704,crashed,-0.11650343,-0.030861415,-0.053314555,-0.8434315,0.14789483,-5.1340213,1.0,0.0,36.064500361680984,-780.0,17.391773127019405,-176.0,0.0,0.7593107372522354,33.70000000000001,4.399999999999992,-6.0,-25.13363742083311
0,7,-241.996022,98,784,crashed,-0.10256033,0.0058867787,0.53965473,0.15335265,-1.9907694,-1.7620262,1.0,0.0,99.57548647373915,-260.0,37.571783820632845,-116.0,0.0,1.2176217236556113,23.300000000000015,4.899999999999991,-9.0,-23.56091444194317
0,2,-518.392265,105,840,crashed,-0.32650432,0.07674831,0.053283423,-0.011345303,0.60477,-0.15503526,0.0,1.0,99.97715055197477,-570.0,49.26477359235287,-114.0,0.0,1.7425798922777176,42.60000000000001,5.249999999999989,-9.0,-24.226768974214792
0,4,-604.131311,108,864,crashed,-0.3767104,0.14798398,-0.9228719,-0.2205576,1.6961551,-3.1757133,0.0,1.0,93.51526622287929,-650.0,57.81901350617409,-124.0,0.0,1.6687046810984612,40.5,5.399999999999989,-3.0,-26.034295853227377
0,6,474.132194,110,880,out_of_bounds,-1.0065384,0.89238065,-1.3825971,-0.71333534,0.52134234,0.02346723,0.0,0.0,405.4607768729329,-110.0,150.54755854606628,0.0,0.0,1.2653619050979614,35.60000000000001,5.4999999999999885,0.0,-14.241502922028303
0,1,-723.050585,112,896,crashed,-0.010225868,-0.008983317,0.52541673,0.003457868,-1.7355982,1.3218166e-06,1.0,0.0,74.06262227147818,-660.0,36.739199662581086,-174.0,0.0,1.170774132013321,31.300000000000015,5.599999999999988,-9.0,-28.923181500285864
0,0,218.709226,85,1120,landed_off_centered,0.71647435,-0.076767,0.30093127,-0.1326739,0.34109744,-1.0176841,1.0,1.0,239.55742796510458,-120.0,105.40709766745567,0.0,0.0,1.307996690273285,24.400000000000006,4.249999999999993,-12.0,-24.21329613775015
0,5,-696.689698,142,1136,crashed,0.65140456,0.022322927,1.07232,0.23319674,-1.5983156,-0.8874135,1.0,0.0,173.4207046229276,-840.0,107.05059169046581,-126.0,0.0,2.3810936752706766,29.80000000000002,7.099999999999983,-12.0,-38.44208778068423
0,7,-426.332137,67,1320,crashed,0.120825864,-0.022143414,-0.3052458,-0.19152506,-0.2675096,1.4797709,1.0,0.0,41.08804073929787,-420.0,28.84118804335594,-72.0,0.0,1.4775589853525162,19.00000000000001,3.349999999999996,-3.0,-25.08892461657524
0,3,206.957194,92,1440,crashed,0.7356968,-0.018547466,1.6353757,-0.8111721,-0.9100578,2.6341803,1.0,0.0,243.25952957570553,-150.0,110.68761432170868,0.0,0.0,1.41045343875885,38.30000000000001,4.599999999999992,-15.0,-26.30040357261896
